# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 2 low_dynamic_group 1 793 386 1.000000 277.000000 162.000000 477.000000 -0.628558457 0.433935970 2.498039722
4 2 low_dynamic_group 1 826 999 388.000000 319.000000 635.000000 480.000000 0.430122584 0.487197191 2.054940224
0 1 static_group 1 826 1180 354.000000 163.000000 472.000000 277.000000 0.574616730 -0.046739701 2.914807558
1 1 static_group 1 826 1037 144.000000 179.000000 251.000000 255.000000 -0.467725724 -0.035037927 3.193117380
248 2 low_dynamic_group 35 716 175 545.000000 355.000000 640.000000 480.000000 0.886543930 0.705189586 2.868094921
538 1 static_group 100 721 238 423.000000 220.000000 521.000000 303.000000 -0.288401216 0.099411719 1.759729147
748 2 low_dynamic_group 146 687 164 165.000000 326.000000 281.000000 463.000000 -0.701452017 0.622532129 3.456144810
870 1 static_group 182 189 16 254.000000 164.000000 352.000000 304.000000 -2.834575176 -1.313582063 8.182004929
928 1 static_group 193 195 6 279.000000 174.000000 387.000000 324.000000 -2.126193762 -1.827880263 7.900278091
963 2 low_dynamic_group 200 654 38 422.000000 371.000000 627.000000 480.000000 -0.293194175 0.292177826 1.497076631
950 1 static_group 197 197 2 275.000000 176.000000 390.000000 327.000000 -0.994764388 -0.714123726 2.992845058
1082 1 static_group 240 240 2 362.000000 300.000000 506.000000 407.000000 0.968799829 0.185378611 3.281556129
1759 1 static_group 378 560 37 123.000000 254.000000 239.000000 347.000000 -0.454449207 0.146834984 2.422802687
2096 2 low_dynamic_group 433 434 4 15.000000 110.000000 192.000000 360.000000 -0.808218718 0.130917817 3.780893326
1765 2 low_dynamic_group 379 379 2 464.000000 386.000000 604.000000 480.000000 1.183035612 0.871186793 2.672666073
1988 2 low_dynamic_group 416 626 82 47.000000 300.000000 212.000000 475.000000 -0.867074072 1.009324908 3.870718241
2091 2 low_dynamic_group 432 444 6 331.000000 210.000000 466.000000 428.000000 0.619654655 0.124670662 3.080799580
2004 1 static_group 419 624 80 131.000000 213.000000 234.000000 296.000000 -0.715794206 0.192311198 3.733596087
2080 1 static_group 430 450 28 135.000000 179.000000 232.000000 257.000000 -0.660449266 -0.439873368 3.632499218
2118 1 static_group 442 446 4 306.000000 132.000000 446.000000 231.000000 0.356281340 -0.587393701 3.228958845
2356 2 low_dynamic_group 473 474 4 42.000000 345.000000 116.000000 456.000000 -1.236116886 0.913756609 4.777892590
2132 1 static_group 444 445 4 307.000000 124.000000 444.000000 223.000000 2.066659212 -2.007920265 7.356424332
3314 1 static_group 604 606 6 41.000000 128.000000 106.000000 221.000000 -0.883377671 -0.343534082 9.228329659
3685 2 low_dynamic_group 673 673 2 391.000000 378.000000 459.000000 479.000000 0.295156777 0.971269608 3.228596687
3344 1 static_group 609 609 2 42.000000 141.000000 106.000000 229.000000 -0.887559533 -0.061394840 11.509860992
3833 1 static_group 706 706 2 432.000000 230.000000 530.000000 318.000000 0.193512827 0.160416812 2.075216293
