# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
48 2 low_dynamic_group 16 640 133 361.000000 325.000000 563.000000 480.000000 0.646099687 0.769701362 2.064919472
0 2 low_dynamic_group 1 666 153 0.000000 6.000000 115.000000 211.000000 -0.761188984 0.456410319 1.904502749
2 1 static_group 1 663 315 191.000000 0.000000 299.000000 91.000000 0.451003343 0.018848190 2.561124802
13 1 static_group 3 622 315 136.000000 218.000000 227.000000 305.000000 -0.678246617 0.004981936 2.660407305
743 1 static_group 413 611 6 317.000000 92.000000 463.000000 203.000000 0.270085007 -1.461233139 7.866075993
329 2 low_dynamic_group 356 633 54 374.000000 360.000000 588.000000 477.000000 0.730014384 0.828296185 2.877253294
89 2 low_dynamic_group 22 644 14 350.000000 342.000000 552.000000 475.000000 0.788924694 0.664847195 1.481245399
647 2 low_dynamic_group 395 609 89 0.000000 183.000000 71.000000 374.000000 -0.351289958 0.031617675 1.232329488
674 1 static_group 400 426 52 363.000000 363.000000 519.000000 480.000000 -0.659868240 -0.237846568 1.111381054
241 2 low_dynamic_group 347 560 172 21.000000 0.000000 174.000000 126.000000 -1.138995409 0.995301664 2.511774540
739 1 static_group 412 427 10 365.000000 379.000000 521.000000 477.000000 2.975636959 -1.179118037 6.498668194
771 1 static_group 472 642 80 177.000000 142.000000 281.000000 232.000000 -0.662220299 0.733544648 3.064871788
774 1 static_group 473 648 96 189.000000 93.000000 298.000000 190.000000 0.025144631 0.462835670 2.051972628
1457 1 static_group 609 610 4 323.000000 87.000000 468.000000 198.000000 0.641625762 -1.753982306 7.409062862
769 2 low_dynamic_group 439 605 14 341.000000 127.000000 537.000000 415.000000 0.847827494 -0.027319750 2.778520823
807 1 static_group 482 648 40 367.000000 147.000000 530.000000 290.000000 0.671682179 0.656532705 2.794753313
812 2 low_dynamic_group 483 656 180 18.000000 92.000000 162.000000 307.000000 -0.040973868 1.143676043 1.688896060
1337 2 low_dynamic_group 563 564 4 23.000000 0.000000 177.000000 114.000000 -1.145793438 0.725421965 3.365350962
1369 2 low_dynamic_group 579 580 4 46.000000 0.000000 189.000000 97.000000 -0.856727242 -0.082712613 2.872885227
1386 2 low_dynamic_group 592 598 14 378.000000 118.000000 556.000000 336.000000 1.007692933 0.153307527 2.915614843
1798 1 static_group 664 665 4 185.000000 0.000000 299.000000 69.000000 0.050738335 -0.548335910 2.484576225
1709 1 static_group 650 668 40 322.000000 60.000000 500.000000 245.000000 1.113327503 0.164978743 1.312052727
1723 2 low_dynamic_group 652 662 16 0.000000 10.000000 126.000000 255.000000 -0.376007885 0.772528946 2.627602577
1738 2 low_dynamic_group 654 654 2 309.000000 331.000000 497.000000 476.000000 2.101213217 1.380218744 5.564348698
1705 1 static_group 649 649 2 365.000000 138.000000 534.000000 278.000000 1.062850714 0.138726115 3.037267208
