# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 2 low_dynamic_group 1 793 390 1.000000 277.000000 162.000000 477.000000 -0.667571783 0.399051130 2.447203875
4 2 low_dynamic_group 1 826 1010 388.000000 319.000000 635.000000 480.000000 0.408456981 0.490503401 2.003115177
0 1 static_group 1 826 1182 354.000000 163.000000 472.000000 277.000000 0.570870757 -0.038713012 2.859922409
1 1 static_group 1 826 1055 144.000000 179.000000 251.000000 255.000000 -0.475142300 -0.055702336 3.152047873
538 1 static_group 100 715 216 168.000000 143.000000 253.000000 284.000000 -0.398405939 0.057857897 1.665410519
248 2 low_dynamic_group 35 716 144 545.000000 355.000000 640.000000 480.000000 0.881791294 0.686490715 2.862786055
748 2 low_dynamic_group 146 687 196 165.000000 326.000000 281.000000 463.000000 -0.760704577 0.601320148 3.448286057
928 1 static_group 193 195 6 279.000000 174.000000 387.000000 324.000000 -2.121554613 -1.835814953 7.876281261
870 1 static_group 182 189 16 254.000000 164.000000 352.000000 304.000000 -2.833652020 -1.327043295 8.162995338
963 2 low_dynamic_group 200 654 48 422.000000 371.000000 627.000000 480.000000 -0.262863725 0.290886492 1.482600093
950 1 static_group 197 623 32 127.000000 218.000000 231.000000 299.000000 -0.785658240 -0.469273150 3.545616627
1762 1 static_group 378 558 33 126.000000 261.000000 243.000000 340.000000 -0.504096091 0.089696907 2.384613752
2118 1 static_group 442 446 4 306.000000 132.000000 446.000000 231.000000 0.316595197 -0.627371430 3.114813089
1765 2 low_dynamic_group 379 706 10 565.000000 358.000000 639.000000 473.000000 1.000207424 0.858718872 2.348566055
2132 1 static_group 444 445 4 307.000000 124.000000 444.000000 223.000000 2.198644876 -1.998263597 7.182594776
2540 1 static_group 495 622 56 127.000000 221.000000 229.000000 303.000000 -0.763104200 0.180146739 3.674637794
2356 2 low_dynamic_group 473 622 7 37.000000 317.000000 198.000000 479.000000 -1.261374950 0.909179091 4.444350243
2086 1 static_group 431 431 2 89.000000 61.000000 191.000000 134.000000 -0.600080311 -0.509190142 3.491596699
2091 2 low_dynamic_group 432 444 6 331.000000 210.000000 466.000000 428.000000 0.553627193 0.094784275 2.961557865
2506 2 low_dynamic_group 491 622 47 37.000000 317.000000 198.000000 479.000000 -0.951660454 0.971183717 3.871412516
3314 1 static_group 604 606 6 41.000000 128.000000 106.000000 221.000000 -0.797463417 -0.418719888 9.166840553
3344 1 static_group 609 609 2 42.000000 141.000000 106.000000 229.000000 -0.805237412 -0.159919262 11.439921379
3678 2 low_dynamic_group 672 673 4 391.000000 378.000000 459.000000 479.000000 0.276444852 0.963321030 3.134298086
3833 1 static_group 706 721 30 423.000000 220.000000 521.000000 303.000000 0.214934215 0.179805309 1.977651358
