# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 1 static_group 1 1020 917 205.000000 187.000000 266.000000 260.000000 -0.464646727 0.318912625 2.840714216
18 1 static_group 3 1020 644 365.000000 163.000000 509.000000 264.000000 0.525973022 0.211267725 2.570128918
1 2 low_dynamic_group 1 1020 375 415.000000 305.000000 609.000000 480.000000 0.498731494 0.846568108 1.807269454
0 2 low_dynamic_group 1 1020 415 40.000000 302.000000 216.000000 475.000000 -0.848922908 0.834577084 1.959349036
249 2 low_dynamic_group 123 441 68 384.000000 108.000000 622.000000 457.000000 1.000846624 1.024216890 2.327006578
269 2 low_dynamic_group 127 1011 21 62.000000 275.000000 260.000000 474.000000 -1.047735214 1.103007913 3.184116840
645 1 static_group 210 536 156 172.000000 134.000000 275.000000 212.000000 -0.435292453 0.017438632 1.280159116
297 2 low_dynamic_group 136 435 6 1.000000 157.000000 142.000000 445.000000 -1.041566014 0.667408884 2.493895531
713 2 low_dynamic_group 224 516 36 364.000000 301.000000 469.000000 467.000000 -0.513839126 0.382578999 1.063082695
1474 2 low_dynamic_group 360 491 54 12.000000 249.000000 222.000000 471.000000 -0.982283771 1.371328115 2.434499025
1138 1 static_group 314 471 125 116.000000 57.000000 235.000000 151.000000 -0.966236711 0.573848188 3.176908493
2086 2 low_dynamic_group 430 431 4 385.000000 212.000000 604.000000 444.000000 0.063137114 0.547548771 1.393343806
2664 1 static_group 537 537 2 170.000000 134.000000 272.000000 209.000000 -0.406385958 0.025358923 1.966484308
2750 1 static_group 906 906 1 219.000000 135.000000 329.000000 298.000000 -0.005896330 -0.173300222 2.921879053
2699 1 static_group 790 794 10 204.000000 39.000000 363.000000 285.000000 -0.623788059 -1.503234982 7.817306042
