frame_id dynamic_keypoints dynamic_map_points suppressed_map_points dynamic_objects static_objects total_objects
1 274 0 0 2 4 6
1 274 0 0 2 4 6
2 255 0 0 2 4 6
2 255 0 0 2 4 6
3 227 0 0 2 5 7
3 227 0 0 2 5 7
4 260 0 0 2 3 5
4 260 0 0 2 3 5
5 338 0 0 2 2 4
5 338 0 0 2 2 4
6 400 0 0 2 0 2
6 400 0 0 2 0 2
7 383 0 0 2 1 3
7 383 0 0 2 1 3
8 262 0 0 2 4 6
8 262 0 0 2 4 6
9 245 0 0 2 4 6
9 245 0 0 2 4 6
10 255 0 0 2 4 6
10 255 0 0 2 4 6
11 251 0 0 2 3 5
11 251 0 0 2 3 5
12 199 0 0 2 5 7
12 199 0 0 2 5 7
13 269 0 0 2 4 6
13 269 0 0 2 4 6
14 291 0 0 2 3 5
14 291 0 0 2 3 5
15 321 0 0 2 2 4
15 321 0 0 2 2 4
16 306 0 0 2 2 4
16 306 0 0 2 2 4
17 392 0 0 2 1 3
17 392 0 0 2 1 3
18 350 0 0 2 1 3
18 350 0 0 2 1 3
19 388 0 0 2 1 3
19 388 0 0 2 1 3
20 403 0 0 2 1 3
20 403 0 0 2 1 3
21 355 0 0 2 2 4
21 355 0 0 2 2 4
22 353 0 0 2 2 4
22 353 0 0 2 2 4
23 351 0 0 2 3 5
23 351 0 0 2 3 5
24 380 0 0 2 3 5
24 380 0 0 2 3 5
25 507 0 0 2 3 5
25 507 0 0 2 3 5
26 559 0 0 2 3 5
26 559 0 0 2 3 5
27 463 0 0 2 4 6
27 463 0 0 2 4 6
28 461 0 0 2 4 6
28 461 0 0 2 4 6
29 479 0 0 2 4 6
29 479 0 0 2 4 6
30 537 0 0 2 2 4
30 537 0 0 2 2 4
31 504 0 0 2 2 4
31 504 0 0 2 2 4
32 472 0 0 2 2 4
32 472 0 0 2 2 4
33 493 0 0 2 3 5
33 493 0 0 2 3 5
34 485 0 0 2 1 3
34 485 0 0 2 1 3
35 453 0 0 2 3 5
35 453 0 0 2 3 5
36 464 0 0 2 3 5
36 464 0 0 2 3 5
37 497 0 0 2 2 4
37 497 0 0 2 2 4
38 489 0 0 2 1 3
38 489 0 0 2 1 3
39 434 0 0 2 1 3
39 434 0 0 2 1 3
40 460 0 0 2 1 3
40 460 0 0 2 1 3
41 444 0 0 2 1 3
41 444 0 0 2 1 3
42 419 0 0 2 1 4
42 419 0 0 2 1 4
43 422 0 0 2 1 4
43 422 0 0 2 1 4
44 390 0 0 2 1 3
44 390 0 0 2 1 3
45 346 0 0 1 2 3
45 346 0 0 1 2 3
46 336 0 0 1 1 2
46 336 0 0 1 1 2
47 347 0 0 1 2 3
47 347 0 0 1 2 3
48 302 0 0 1 2 3
48 302 0 0 1 2 3
49 284 0 0 1 1 2
49 284 0 0 1 1 2
50 316 0 0 1 1 2
50 316 0 0 1 1 2
51 330 0 0 1 3 4
51 330 0 0 1 3 4
52 292 0 0 1 2 3
52 292 0 0 1 2 3
53 302 0 0 1 3 4
53 302 0 0 1 3 4
54 349 0 0 1 2 3
54 349 0 0 1 2 3
55 368 0 0 2 1 3
55 368 0 0 2 1 3
56 371 0 0 2 2 4
56 371 0 0 2 2 4
57 395 0 0 2 2 4
57 395 0 0 2 2 4
58 443 0 0 2 3 5
58 443 0 0 2 3 5
59 447 0 0 2 2 4
59 447 0 0 2 2 4
60 476 0 0 2 2 4
60 476 0 0 2 2 4
61 519 0 0 2 1 3
61 519 0 0 2 1 3
62 496 0 0 2 1 3
62 496 0 0 2 1 3
63 498 0 0 2 1 3
63 498 0 0 2 1 3
64 549 0 0 2 1 3
64 549 0 0 2 1 3
65 562 0 0 2 1 3
65 562 0 0 2 1 3
66 586 0 0 2 2 4
66 586 0 0 2 2 4
67 586 0 0 2 1 3
67 586 0 0 2 1 3
68 666 0 0 2 1 3
68 666 0 0 2 1 3
69 612 0 0 2 1 3
69 612 0 0 2 1 3
70 626 0 0 2 1 3
70 626 0 0 2 1 3
71 666 0 0 2 1 3
71 666 0 0 2 1 3
72 632 0 0 2 1 3
72 632 0 0 2 1 3
105 226 0 11 1 2 3
106 227 0 7 1 3 4
106 227 0 0 1 3 4
107 221 0 0 1 3 4
107 221 0 0 1 3 4
108 187 0 0 1 3 4
108 187 0 0 1 3 4
109 196 0 0 1 4 5
109 196 0 0 1 4 5
110 235 0 0 1 4 5
110 235 0 0 1 4 5
111 196 0 0 1 3 4
111 196 0 0 1 3 4
112 234 0 0 1 3 4
112 234 0 0 1 3 4
113 222 0 0 1 2 3
113 222 0 0 1 2 3
114 258 0 0 1 2 3
114 258 0 0 1 2 3
115 301 0 0 1 1 2
115 301 0 0 1 1 2
116 290 0 0 1 2 3
116 290 0 0 1 2 3
117 284 0 0 1 1 2
117 284 0 0 1 1 2
118 269 0 0 1 1 2
118 269 0 0 1 1 2
119 236 0 0 1 3 4
119 236 0 0 1 3 4
120 209 0 0 1 3 4
120 209 0 0 1 3 4
121 218 0 0 1 1 2
121 218 0 0 1 1 2
122 188 0 0 1 1 2
122 188 0 0 1 1 2
123 172 0 0 1 2 4
123 172 0 0 1 2 4
124 132 0 0 1 3 5
124 132 0 0 1 3 5
125 91 0 0 1 4 5
125 91 0 0 1 4 5
126 72 0 0 1 4 5
126 72 0 0 1 4 5
127 70 0 0 1 3 4
127 70 0 0 1 3 4
128 76 0 0 1 2 3
128 76 0 0 1 2 3
129 66 0 0 1 2 3
129 66 0 0 1 2 3
130 53 0 0 1 2 3
130 53 0 0 1 2 3
131 41 0 0 1 2 3
131 41 0 0 1 2 3
132 39 0 0 1 2 3
132 39 0 0 1 2 3
133 26 0 0 1 3 4
133 26 0 0 1 3 4
134 28 0 0 1 4 5
134 28 0 0 1 4 5
135 19 0 0 1 3 4
135 19 0 0 1 3 4
136 0 0 0 0 4 4
136 0 0 0 0 4 4
137 0 0 0 0 4 4
137 0 0 0 0 4 4
138 0 0 0 0 4 4
138 0 0 0 0 4 4
139 0 0 0 0 2 2
139 0 0 0 0 2 2
140 0 0 0 0 2 2
140 0 0 0 0 2 2
141 0 0 0 0 2 2
141 0 0 0 0 2 2
142 0 0 0 0 2 2
142 0 0 0 0 2 2
143 0 0 0 0 2 2
143 0 0 0 0 2 2
144 0 0 0 0 2 2
144 0 0 0 0 2 2
145 0 0 0 0 2 2
145 0 0 0 0 2 2
146 0 0 0 0 2 2
146 0 0 0 0 2 2
147 0 0 0 0 2 2
147 0 0 0 0 2 2
148 0 0 0 0 2 2
148 0 0 0 0 2 2
149 0 0 0 0 2 2
149 0 0 0 0 2 2
150 0 0 0 0 4 4
150 0 0 0 0 4 4
151 0 0 0 0 3 4
151 0 0 0 0 3 4
152 0 0 0 0 3 3
152 0 0 0 0 3 3
153 0 0 0 0 3 3
153 0 0 0 0 3 3
154 0 0 0 0 3 3
154 0 0 0 0 3 3
155 0 0 0 0 2 2
155 0 0 0 0 2 2
156 0 0 0 0 2 2
156 0 0 0 0 2 2
157 0 0 0 0 2 2
157 0 0 0 0 2 2
158 0 0 0 0 2 2
158 0 0 0 0 2 2
159 20 0 0 1 2 3
159 20 0 0 1 2 3
160 36 0 0 1 2 3
160 36 0 0 1 2 3
161 43 0 0 1 2 3
161 43 0 0 1 2 3
162 53 0 0 1 2 3
162 53 0 0 1 2 3
163 50 0 0 1 2 3
163 50 0 0 1 2 3
164 70 0 0 1 2 3
164 70 0 0 1 2 3
165 81 0 0 1 2 3
165 81 0 0 1 2 3
166 66 0 0 1 2 3
166 66 0 0 1 2 3
167 76 0 0 1 2 4
167 76 0 0 1 2 4
168 94 0 0 1 2 3
168 94 0 0 1 2 3
169 111 0 0 1 2 3
169 111 0 0 1 2 3
170 116 0 0 1 3 5
170 116 0 0 1 3 5
171 138 0 0 1 2 3
171 138 0 0 1 2 3
172 76 0 0 1 3 4
172 76 0 0 1 3 4
173 71 0 0 1 3 4
173 71 0 0 1 3 4
174 68 0 0 1 2 3
174 68 0 0 1 2 3
175 56 0 0 1 3 4
175 56 0 0 1 3 4
176 85 0 0 2 3 5
176 85 0 0 2 3 5
177 102 0 0 1 3 4
177 102 0 0 1 3 4
178 67 0 0 1 3 5
178 67 0 0 1 3 5
179 113 0 0 2 2 4
179 113 0 0 2 2 4
180 90 0 0 1 3 5
180 90 0 0 1 3 5
181 73 0 0 1 3 5
181 73 0 0 1 3 5
182 73 0 0 2 3 5
182 73 0 0 2 3 5
183 47 0 0 1 3 4
183 47 0 0 1 3 4
184 36 0 0 1 3 4
184 36 0 0 1 3 4
185 28 0 0 1 3 4
185 28 0 0 1 3 4
186 31 0 0 1 4 5
186 31 0 0 1 4 5
187 42 0 0 1 3 4
187 42 0 0 1 3 4
188 43 0 0 1 2 4
188 43 0 0 1 2 4
189 35 0 0 1 2 3
189 35 0 0 1 2 3
190 31 0 0 1 2 3
190 31 0 0 1 2 3
191 40 0 0 1 3 4
191 40 0 0 1 3 4
192 32 0 0 1 2 3
192 32 0 0 1 2 3
193 21 0 0 1 2 3
193 21 0 0 1 2 3
194 20 0 0 1 2 3
194 20 0 0 1 2 3
195 16 0 0 1 2 4
195 16 0 0 1 2 4
196 19 0 0 1 3 4
196 19 0 0 1 3 4
197 0 0 0 0 4 4
197 0 0 0 0 4 4
198 0 0 0 0 4 4
198 0 0 0 0 4 4
199 0 0 0 0 2 3
199 0 0 0 0 2 3
200 0 0 0 0 2 2
200 0 0 0 0 2 2
201 0 0 0 0 3 4
201 0 0 0 0 3 4
202 0 0 0 0 2 2
202 0 0 0 0 2 2
203 0 0 0 0 3 3
203 0 0 0 0 3 3
204 0 0 0 0 3 3
204 0 0 0 0 3 3
205 0 0 0 0 2 2
205 0 0 0 0 2 2
206 0 0 0 0 2 2
206 0 0 0 0 2 2
207 0 0 0 0 2 2
207 0 0 0 0 2 2
208 5 0 0 1 2 3
208 5 0 0 1 2 3
209 0 0 0 0 2 2
209 0 0 0 0 2 2
210 0 0 0 0 2 2
210 0 0 0 0 2 2
211 0 0 0 0 2 2
211 0 0 0 0 2 2
212 0 0 0 0 2 2
212 0 0 0 0 2 2
213 0 0 0 0 2 2
213 0 0 0 0 2 2
214 0 0 0 0 2 2
214 0 0 0 0 2 2
215 0 0 0 0 3 3
215 0 0 0 0 3 3
216 0 0 0 0 3 3
216 0 0 0 0 3 3
217 0 0 0 0 3 3
217 0 0 0 0 3 3
218 51 0 0 1 3 4
218 51 0 0 1 3 4
219 70 0 0 1 3 4
219 70 0 0 1 3 4
220 153 0 0 2 3 5
220 153 0 0 2 3 5
221 205 0 0 1 2 3
221 205 0 0 1 2 3
222 272 0 0 1 2 3
222 272 0 0 1 2 3
223 458 0 0 1 2 3
223 458 0 0 1 2 3
224 391 0 0 1 2 3
224 391 0 0 1 2 3
225 453 0 0 1 2 3
225 453 0 0 1 2 3
226 510 0 0 1 3 4
226 510 0 0 1 3 4
227 501 0 0 1 2 3
227 501 0 0 1 2 3
228 518 0 0 1 2 3
228 518 0 0 1 2 3
229 486 0 0 1 3 4
229 486 0 0 1 3 4
230 515 0 0 2 2 4
230 515 0 0 2 2 4
231 478 0 0 2 2 4
