frame_id dynamic_keypoints dynamic_map_points suppressed_map_points dynamic_objects static_objects total_objects
1 455 0 0 2 5 7
1 455 0 0 2 5 7
2 441 0 0 2 4 6
2 441 0 0 2 4 6
3 438 0 0 2 4 6
3 438 0 0 2 4 6
4 422 0 0 2 4 6
4 422 0 0 2 4 6
5 455 0 0 2 4 6
5 455 0 0 2 4 6
6 436 0 0 2 4 6
6 436 0 0 2 4 6
7 447 0 0 2 4 6
7 447 0 0 2 4 6
8 441 0 0 2 5 7
8 441 0 0 2 5 7
9 426 0 0 2 5 7
9 426 0 0 2 5 7
10 426 0 0 2 5 7
10 426 0 0 2 5 7
11 418 0 0 2 4 6
11 418 0 0 2 4 6
12 442 0 0 2 5 7
12 442 0 0 2 5 7
13 447 0 0 2 4 6
13 447 0 0 2 4 6
14 454 0 0 2 4 6
14 454 0 0 2 4 6
15 489 0 0 2 4 6
15 489 0 0 2 4 6
16 575 0 0 2 3 5
16 575 0 0 2 3 5
17 553 0 0 2 3 5
17 553 0 0 2 3 5
18 548 0 0 2 3 5
18 548 0 0 2 3 5
19 555 0 0 2 3 5
19 555 0 0 2 3 5
20 573 0 0 2 3 5
20 573 0 0 2 3 5
21 556 0 0 2 3 5
21 556 0 0 2 3 5
22 572 0 0 2 3 5
22 572 0 0 2 3 5
23 572 0 0 2 3 5
23 572 0 0 2 3 5
24 564 0 0 2 3 5
24 564 0 0 2 3 5
25 528 0 0 2 3 5
25 528 0 0 2 3 5
26 549 0 0 2 3 5
26 549 0 0 2 3 5
27 558 0 0 2 3 5
27 558 0 0 2 3 5
28 566 0 0 2 3 5
28 566 0 0 2 3 5
29 591 0 0 2 3 5
29 591 0 0 2 3 5
30 593 0 0 2 3 5
30 593 0 0 2 3 5
31 580 0 0 2 4 6
31 580 0 0 2 4 6
32 605 0 0 2 4 6
32 605 0 0 2 4 6
33 608 0 0 2 3 5
33 608 0 0 2 3 5
34 611 0 0 2 3 5
34 611 0 0 2 3 5
35 578 0 0 2 5 7
35 578 0 0 2 5 7
36 577 0 0 2 3 5
