# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 1 static_group 1 1020 872 205.000000 187.000000 266.000000 260.000000 -0.583405733 0.281803250 2.846235275
1 2 low_dynamic_group 1 1019 434 39.000000 299.000000 216.000000 477.000000 0.566476703 0.830004334 1.867940307
0 2 low_dynamic_group 1 966 490 75.000000 386.000000 211.000000 476.000000 -0.792670965 0.827017546 1.961167574
18 1 static_group 3 1020 1159 365.000000 163.000000 509.000000 264.000000 0.595800519 0.169395611 2.726117849
312 2 low_dynamic_group 127 536 16 4.000000 299.000000 207.000000 478.000000 -1.059955001 1.208357573 3.190663338
688 1 static_group 210 536 144 172.000000 134.000000 275.000000 212.000000 -0.386468142 0.006514770 1.290585279
1841 2 low_dynamic_group 430 1020 74 40.000000 302.000000 216.000000 475.000000 -0.022444224 0.506791949 1.710313201
292 2 low_dynamic_group 123 1020 124 415.000000 305.000000 609.000000 480.000000 1.196745396 0.707829952 2.336431742
340 2 low_dynamic_group 136 435 6 1.000000 157.000000 142.000000 445.000000 -1.028447747 0.666721106 2.497230530
248 1 static_group 104 104 2 109.000000 85.000000 230.000000 181.000000 -5.004065037 -1.002531290 5.358627319
1229 2 low_dynamic_group 360 491 54 12.000000 249.000000 222.000000 471.000000 -0.956298172 1.372703552 2.418335438
1990 1 static_group 459 464 10 107.000000 61.000000 222.000000 153.000000 -0.805068851 0.661685228 3.326107740
1598 2 low_dynamic_group 400 411 16 2.000000 250.000000 221.000000 477.000000 -0.512362242 0.473766178 1.046390176
2468 1 static_group 554 1013 129 378.000000 147.000000 519.000000 252.000000 0.949655414 -0.033566236 3.226642847
2419 1 static_group 537 953 90 237.000000 170.000000 349.000000 322.000000 0.058798548 0.239651129 1.978841186
2450 1 static_group 545 794 16 204.000000 39.000000 363.000000 285.000000 -2.275053978 -0.914401948 7.657737255
2643 1 static_group 597 819 20 389.000000 224.000000 581.000000 390.000000 0.767268419 -0.072716802 1.325469375
2880 2 low_dynamic_group 668 1011 10 62.000000 275.000000 260.000000 474.000000 -0.295752406 0.703530252 2.942419767
3288 2 low_dynamic_group 818 821 8 135.000000 311.000000 311.000000 479.000000 -0.581796408 -0.176761106 2.764750957
3122 1 static_group 746 878 12 321.000000 174.000000 469.000000 345.000000 0.532795846 0.809287071 3.091698885
2990 2 low_dynamic_group 713 995 22 174.000000 328.000000 338.000000 479.000000 0.169248223 1.160283685 2.497620344
3040 2 low_dynamic_group 729 956 36 498.000000 208.000000 640.000000 480.000000 1.068621039 0.211465672 2.908168793
3304 2 low_dynamic_group 823 831 14 173.000000 419.000000 318.000000 479.000000 0.391526312 -0.184863791 1.164677620
3450 1 static_group 938 943 10 319.000000 108.000000 494.000000 284.000000 -1.184758067 -1.118445754 7.368552208
3392 1 static_group 899 1016 44 209.000000 177.000000 278.000000 246.000000 0.087242961 -0.184689343 3.025099277
3520 2 low_dynamic_group 958 963 12 466.000000 268.000000 639.000000 480.000000 1.197537661 0.483229935 1.949586153
3516 2 low_dynamic_group 957 1001 10 459.000000 298.000000 639.000000 475.000000 1.463641763 0.812895358 3.000775814
3556 1 static_group 964 964 2 56.000000 150.000000 141.000000 248.000000 -6.170534134 1.258634329 7.636444092
3638 1 static_group 981 993 26 465.000000 211.000000 628.000000 324.000000 1.366596460 0.395123690 3.062231541
