method,sequence,run_id,selection_rule,frame_id,map_point_id,class_id,class,dynamic_hit,dynamic_score,dynamic_state,suppressed
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,32,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,33,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,34,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,35,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,36,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,37,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,38,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,39,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,40,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,41,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,42,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,43,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,44,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,45,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,46,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,47,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,48,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,49,3983,3,person,0,0.000000000,0,0
Semantic,fr3_walking_xyz,run_03,most distinct observed frames among MapPoints ever dynamic; tie=smallest ID,50,3983,3,person,0,0.000000000,0,0
