# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 1 static_group 1 1020 998 205.000000 187.000000 266.000000 260.000000 -0.487078279 0.312162489 2.856406450
18 1 static_group 3 1020 769 365.000000 163.000000 509.000000 264.000000 0.539361060 0.236345574 2.602835178
1 2 low_dynamic_group 1 1020 402 415.000000 305.000000 609.000000 480.000000 0.554915130 0.838351786 1.779476404
0 2 low_dynamic_group 1 1020 530 40.000000 302.000000 216.000000 475.000000 -0.756547868 0.827988803 1.934917092
248 1 static_group 104 104 2 109.000000 85.000000 230.000000 181.000000 -4.992801666 -1.005276442 5.368088722
340 2 low_dynamic_group 136 138 4 0.000000 274.000000 139.000000 480.000000 -1.091644645 0.489049584 2.539429426
312 2 low_dynamic_group 127 1011 22 62.000000 275.000000 260.000000 474.000000 -1.000358939 1.094083548 3.086807728
292 2 low_dynamic_group 123 1001 114 459.000000 298.000000 639.000000 475.000000 0.975922644 0.982397199 2.393044710
756 2 low_dynamic_group 224 516 36 364.000000 301.000000 469.000000 467.000000 -0.465625733 0.381264538 1.070450068
688 1 static_group 210 953 160 237.000000 170.000000 349.000000 322.000000 -0.300897866 -0.003390536 1.294687748
1181 1 static_group 314 462 40 89.000000 58.000000 210.000000 151.000000 -0.995161414 0.503469169 3.261738539
1517 2 low_dynamic_group 360 991 58 197.000000 397.000000 280.000000 472.000000 -0.928212821 1.346651673 2.426763535
2777 1 static_group 904 949 42 324.000000 141.000000 526.000000 306.000000 -0.001875987 -0.165402353 2.912434101
2835 2 low_dynamic_group 941 951 14 512.000000 188.000000 640.000000 480.000000 0.620984852 0.315159470 2.549843073
2829 1 static_group 938 943 10 319.000000 108.000000 494.000000 284.000000 0.344340175 -1.483731866 7.331682682
2935 1 static_group 964 964 2 56.000000 150.000000 141.000000 248.000000 -4.383822918 0.249955148 9.501008987
3041 2 low_dynamic_group 989 995 14 174.000000 328.000000 338.000000 479.000000 -0.202820212 1.212535858 2.509862423
3026 1 static_group 985 996 24 448.000000 180.000000 604.000000 284.000000 1.212328672 0.545219839 2.711723804
