# object_id class_id class_name first_frame last_frame observations bbox_left bbox_top bbox_right bbox_bottom center_x center_y center_z
3 2 low_dynamic_group 1 793 392 1.000000 277.000000 162.000000 477.000000 -0.609707952 0.425049245 2.487508774
4 2 low_dynamic_group 1 826 998 388.000000 319.000000 635.000000 480.000000 0.454961061 0.490827739 2.011797667
0 1 static_group 1 826 1180 354.000000 163.000000 472.000000 277.000000 0.604800642 -0.040935796 2.894206524
1 1 static_group 1 826 1049 144.000000 179.000000 251.000000 255.000000 -0.437886119 -0.044804044 3.179729939
248 2 low_dynamic_group 35 716 168 545.000000 355.000000 640.000000 480.000000 0.904818416 0.708518863 2.891588926
538 1 static_group 100 715 206 168.000000 143.000000 253.000000 284.000000 -0.347442240 0.069511183 1.690720081
748 2 low_dynamic_group 146 687 167 165.000000 326.000000 281.000000 463.000000 -0.684082031 0.583996832 3.451711178
870 1 static_group 182 189 16 254.000000 164.000000 352.000000 304.000000 -2.849004030 -1.318046808 8.154384613
928 1 static_group 193 195 6 279.000000 174.000000 387.000000 324.000000 -2.140687227 -1.834161401 7.874692440
844 1 static_group 169 595 7 41.000000 110.000000 106.000000 202.000000 -0.985620916 -0.444054037 3.398501158
963 2 low_dynamic_group 200 654 38 422.000000 371.000000 627.000000 480.000000 -0.250029624 0.287090629 1.463952184
2132 1 static_group 444 445 4 307.000000 124.000000 444.000000 223.000000 2.098373890 -2.108263493 7.328554153
1082 1 static_group 240 240 2 362.000000 300.000000 506.000000 407.000000 0.977118015 0.204971015 3.308453798
1758 2 low_dynamic_group 378 706 12 565.000000 358.000000 639.000000 473.000000 1.095678449 0.815688014 2.402420282
1892 1 static_group 398 721 40 423.000000 220.000000 521.000000 303.000000 0.223271653 0.232723445 1.905415893
1759 1 static_group 378 558 34 126.000000 261.000000 243.000000 340.000000 -0.411525369 0.128405854 2.449670553
1988 2 low_dynamic_group 416 623 76 44.000000 315.000000 199.000000 477.000000 -0.869623721 0.963482141 3.848891497
2086 1 static_group 431 622 77 127.000000 221.000000 229.000000 303.000000 -0.697224677 -0.056388248 3.680853128
2356 2 low_dynamic_group 473 474 4 42.000000 345.000000 116.000000 456.000000 -1.206927896 0.846959352 4.774898529
2118 1 static_group 442 446 4 306.000000 132.000000 446.000000 231.000000 0.377199441 -0.603354812 3.236780405
2098 2 low_dynamic_group 434 434 1 15.000000 110.000000 192.000000 360.000000 -0.796451986 0.055525273 3.778557301
2091 2 low_dynamic_group 432 444 6 331.000000 210.000000 466.000000 428.000000 0.629069924 0.116697147 3.091465712
2516 1 static_group 492 498 11 162.000000 242.000000 273.000000 321.000000 -0.644891381 0.216075629 3.671402693
3314 1 static_group 604 606 6 41.000000 128.000000 106.000000 221.000000 -0.865976214 -0.480097085 9.171660423
3344 1 static_group 609 609 2 42.000000 141.000000 106.000000 229.000000 -0.891212285 -0.242340446 11.448592186
